CurrentVR2WStatus,Receiver,Model,Map_Version,Transmitter,Tag_ID,StationName,Latitude,Longitude,River,Subsystem,RKM,Depth_ft,Rig,Battery_ch,Deployed,Deploy_Time,Retrieval_Date,Retrieval_Time,Project,VR2Owner,Launch,Hobo,Notes,
DEPLOYED,136146,VR2W,115,NA,NA,BO_Lux,31.44308,-89.40607,PR,BO,264.8082,,Tree,Feb,2/16/2022,14:37,,,Prj1,FWS-Prj1,Walk,20710742,"Downstream 3rd woodpiling, closest to the middle of the river, farthest from bank",
SHELVED,136146,VR2W,115,NA,NA,BO_Lux,31.44306,-89.4061,PR,BO,264.8081683,,Bridge,Feb,,,,,Prj1,FWS-Prj1,Walk,NA,Middle wooden piling,
DEPLOYED,134605,VR2W,,NA,NA,BO_Mouth,31.34488,-89.28221,PR,BO,238.581918,,Tree,Jun,4/1/2019,,,,Sec6/Prj1,EMEL,Hwy11,NA,This was originally called Bouie Down and the coordinates were originally entered incorrectly at 31.34750 -88.28720,
DEPLOYED,137118,VR2W,,NA,NA,BO_N_Mid,31.35662,-89.3107,PR,BO,242.5786765,,Tree,Jan,,,,,Spawn/Prj1,EMEL,Glendale,NA,,
DEPLOYED,485639,VR2Tx,,A69-1601-62458,62458,BO_N_Pit,31.35237,-89.3075,PR,BO,241.9847429,,Tree,Jan,2/2/2021,NA,,,Spawn/Prj1,EMEL,Glendale,NA,set 2/2/21 14:53,
DEPLOYED,137119,VR2W,,NA,NA,BO_N_Upper,31.35841,-89.3236,PR,BO,244.0306391,,Tree,Jan,,,,,Spawn/Prj1,EMEL,Glendale,NA,,
DEPLOYED,105266,VR2W,115,NA,NA,BO_PF_01,31.34549,-89.29329,BO,BO,239.681918,,Tree,June ,5/10/2022,10:33,,,Pet,EMEL,11 bridge,NA,,
DEPLOYED,133457,VR2W,115,NA,NA,BO_PF_02,31.34951,-89.29532,BO,BO,240.131918,,Tree,June ,5/9/2022,12:32,,,Pet,EMEL,11 bridge,NA,,
DEPLOYED,111434,VR2W,115,NA,NA,BO_PF_03,31.351621,-89.296279,BO,BO,240.251918,,Tree,June ,5/10/2022,11:05,,,Pet,EMEL,11 bridge,NA,,
DEPLOYED,136151,VR2W,115,NA,NA,BO_PF_04,31.34919,-89.30236,BO,BO,240.761918,,Tree,June ,5/9/2022,11:59,,,Pet,EMEL,11 bridge,NA,,
DEPLOYED,138230,VR2W,115,NA,NA,BO_PF005,31.356234,-89.318639,BO,BO,243.4786765,,Tree,June ,6/7/2022,15:52,,,Pet,EMEL,Glendale ,NA,,
SHELVED,136153,VR2W,115,NA,NA,BO_R_Peps_Point,31.3955,-89.36656,PR,BO,254.4423751,,Bridge,NA,2/2/2021,NA,9/14/2021,,Prj1,FWS-Prj1,Peps Point,NA,ALREADY DEPLOYED,
DEPLOYED,136153,VR2W,115,NA,NA,BO_R_Peps_Point,31.39558,-89.36664,PR,BO,254.4424,,Tree,Feb,2/16/2022,16:09,,,Prj1,FWS-Prj1,Peps Point,NA,3rd bridge piling on right bank(south side bank),
SHELVED,132307,VR2W,,NA,NA,BO_R_SS,31.35167,-89.30342,PR,BO,241.0841488,19.5,Tree,Jun,6/27/2019,,,,Sec6/Prj1,EMEL,,NA,USACE is owner; deployed 15:35 train tressel on the N side; missing 15-June-2020 found 16-June-2020 on gravel bar (Mike has a picture) MONUMENTAL,
DEPLOYED,485638,VR2Tx,,A69-1601-62457,62457,BO_R_SS_N,31.35024,-89.3049,PR,BO,241.3349456,,Tree,Jan,2/2/2021,NA,,,Spawn/Prj1,EMEL,Chain Park- Hattiesburg,NA,set 2/2/21 16:26,
DEPLOYED,136136,VR2W,115,NA,NA,BO_Seminary,31.56178,-89.50444,PR,BO,289.2748,3,Tree,Feb,2/16/2022,12:04,,,Prj1,FWS-Prj1,Seminary,NA,Walk in to same location/ tree as last year,
SHELVED,136136,VR2W,115,NA,NA,BO_Seminary,31.56184,-89.5045,PR,BO,289.274773,,Tree,Feb,,,,,Prj1,FWS-Prj1,Seminary,NA,"Nice launch, walked in, downstream of bridge",
SHELVED,136125,VR2W,115,NA,NA,CH_Chicora,31.55416,-88.5524,PR,CH,241.4413024,,Bridge,Feb,,,9/14/2021,,Prj1,FWS-Prj1,Buckatunna Chicora Clara Rd,NA,"Bridge piling across from launch, east downstream, nice launch w/o turnaround",
DEPLOYED,136132,VR2W,115,NA,NA,CH_Chunk59,32.2269,-88.8324,PR,CH,361.3448614,,Tree,Feb,2/19/2022,16:09,,,Prj1,USFWS-AK,Stonewall,20710736,"Small cypress tree downstream of Hwy59 bridge on right bank if going upstream, originally I588 receiver, renamed due to original CHUNK59 being deployed at I588",
DEPLOYED,111210,VR2W,115,NA,NA,CH_Chunk80,32.3266,-88.9096,PR,CH,383.3548614,,Tree,Feb,2/19/2022,13:57,,,Prj1,USFWS-AK,Hwy80/Walk in,20710755,"Walk in downstream of boat ramp, attached to tree. Saw river otters!",
SHELVED,136128,VR2W,115,NA,NA,CH_DeSoto,31.97324,-88.7043,PR,CH,329.0386829,,Tree,Feb,,,9/14/2021,,Prj1,FWS-Prj1,Co Rd 690,NA,"Upstream bridge, twin cypress west bank like launch, drifting trees in area, nice paved launch",
DEPLOYED,136149,VR2W,115,NA,NA,CH_Enterprise,32.1747,-88.81947,PR,CH,352.6148614,,Tree,Feb,2/18/2022,17:07,,,Prj1,FWS-Prj1,Stonewall,20710760,"Double tree downstream of enterprise bridge, one tree up from where it was placed last year",
DEPLOYED,136149,VR2W,,NA,NA,CH_Enterprise,32.17464,-88.8194,PR,CH,352.6148614,,Tree,NA,,,,,Prj1,FWS-Prj1,Stonewall,NA,"Downstream bridge, walkable, starboard upstream large cedar east bank",
SHELVED,136127,VR2W,115,NA,NA,CH_Leakesville,31.15435,-88.5478,PR,CH,171.3984212,,Tree,NA,,,8/26/2021,,Prj1,FWS-Prj1,Leakesville,NA,"Upstream of bridges, east bank, port side, smaller 2 trees roots knotted together",
MISSING,125730,VR2W,,NA,NA,CH_Lower,30.99002,-88.72251,PR,CH,128.7535281,23,Tree,Feb/Mar,3/20/2018,,,,Sec6/ERDC,USACE,,NA,USACE; deployed 12:20 on a tree on a spider rig,
DEPLOYED,136144,VR2W,115,NA,NA,CH_Lower,30.99262,-88.726,PR,CH,128.3776193,,Tree,NA,1/21/2021,NA,,,Sec6/Prj1,FWS-Prj1,Merrill,NA,"Port bank going upstream, loop attached to two smaller trees after bend, picture taken",
DEPLOYED,136314,VR2W,115,NA,NA,CH_Okatibbee,31.8498,-90.1356,PR,CH,354.11,,Tree,Mar,2/19/2022,16:50,,,Prj1,USFWS-AK,Stonewall,20710760,Cypress tree. Didn't make it up to potential sill to deploy receiver to to trees blocking entire river,
DEPLOYED,136143,VR2W,,NA,NA,CH_Quitman,32.0433,-88.7432,PR,CH,345.6127662,,Tree,NA,,,,,Prj1,FWS-Prj1,Clarke Co 139,20710761,"Upstream bridge, west bank, port/ same as launch, large cypress closest to ramp",
SHELVED,136139,VR2W,115,NA,NA,CH_Rhonda,31.85737,-88.6866,PR,CH,307.2678928,,Tree,NA,,,9/14/2021,,Prj1,FWS-Prj1,Rhonda,NA,"Across from launch, upstream bridge, cypress, drifting trees in area",
DEPLOYED,136138,VR2W,115,NA,NA,CH_Stonewall,32.13063,-88.81161,PR,CH,356.0016291,,Tree,Feb,2/18/2022,17:28,,,Prj1,FWS-Prj1,Stonewall,NA,Small group of trees just upstream of Stonewall bridge,
DEPLOYED,136138,VR2W,,NA,NA,CH_Stonewall,32.12998,-88.8117,PR,CH,356.0016291,,Tree,Feb,,,,,Prj1,FWS-Prj1,Stonewall,NA,"Downstream bridge, large birch east bank starboard side upstream, nice launch",
DEPLOYED,136134,VR2W,,NA,NA,CH_Waynesboro,31.68227,-88.6832,PR,CH,271.8256405,,Bridge,NA,,,,,Prj1,FWS-Prj1,Johnny Paul Davis,NA,"on 84 bridge, east/ launch side, 6 clamps used + electrical tape",
DEPLOYED,136129,VR2W,,NA,NA,LF_Eastabuchie,31.43561,-89.29932,PR,LF,253.9100692,,Tree,Feb,2/3/2021?,,,,Prj1,FWS-Prj1,Eastabuchie,20710762,Downstream bridge on group of trees on east bank,
DEPLOYED,136145,VR2W,,NA,NA,LF_Hardy,31.32744,-89.2672,PR,LF,236.0733044,,Tree,NA,2/3/2021,14:17,,,Prj1,FWS-Prj1,Chain Park- Hattiesburg,20710763,,
SHELVED,136141,VR2W,115,NA,NA,LF_Hwy15,31.18276,-88.9201,PR,LF,173.1410517,,Tree,Feb,1/21/2021,NA,8/26/2021,,Prj1,FWS-Prj1,Hwy 15,NA,"Between bridges, tree left of large cypress stump, nice launch, picture taken",
SHELVED,111429,VR2W,115,NA,NA,LF_Hwy18,32.0127,-89.4328,PR,LF,359.7054,,Tree,Feb,2/19/2022,11:45,,,Prj1,USFWS-AK,Walk,20710757,Attached to 2nd piling inside river with tree rig,
SHELVED,136124,VR2W,115,NA,NA,LF_Hwy29,31.22138,-89.0529,PR,LF,194.6213054,,Bridge,NA,1/21/2021,NA,8/26/2021,,Prj1,FWS-Prj1,Old Augusta Loop,NA,"Left, downstream, loop",
DEPLOYED,136147,VR2W,115,NA,NA,LF_Hwy84,31.70845,-89.40696,PR,LF,307.5292,,Tree,Feb,2/19/2022,9:02,,,Prj1,FWS-Prj1,Hwy 84,NA,Small tree growing next to large tree,
SHELVED,136147,VR2W,115,NA,NA,LF_Hwy84,31.70844,-89.4069,PR,LF,307.5291838,,Tree,Feb,2/3/2021?,,9/14/2021,,Prj1,FWS-Prj1,Hwy 84,NA,"Upstream, portside, west bank, large cypress, usable but eroded boat ramp",-88.6357
DEPLOYED,111527,VR2W,115,NA,NA,LF_I588,31.62361,-89.32708,PR,LF,286.2067,,Tree,Feb,2/18/2022,16:45,,,Prj1,FWS-Prj1,I588,NA,Cypress tree in the water. CH_Chunk59 receiver renamed to LF_I588 after being deployed instead of original I588 ,
DEPLOYED,136132,VR2W,115,NA,NA,LF_I588,31.6221,-89.32742,PR,LF,286.2066569,,Tree,Feb,2/3/2021?,,,,Prj1,FWS-Prj1,I588,NA,"Upstream bridge, starboard side large tree",
DEPLOYED,136148,VR2W,115,NA,NA,LF_I590,31.55617,-89.31686,PR,LF,275.137,,Tree,Feb,2/18/2022,15:25,,,Prj1,FWS-Prj1,I590,NA,"Puppies and Bob Hugs! Peely bark tree, birch?, sycamore?",
DEPLOYED,136148,VR2W,,NA,NA,LF_I590,31.55571,-89.31657,PR,LF,275.1369958,,Tree,Feb,2/3/2021?,,,,Prj1,FWS-Prj1,I590,NA,"Upstream of bridge on big tree portside, sketchy ramp under bridge",
MISSING,132308,VR2W,,NA,NA,LF_Lower,30.98814,-88.74359,PR,LF,126.5086686,21,Tree,Feb/Mar,3/20/2018,,,,Sec6/ERDC,USACE,,NA,USACE; deployed 12:45 off a tree on a spider rig,
DEPLOYED,136126,VR2W,,NA,NA,LF_Lower,30.98636,-88.7377,PR,LF,125.4794839,,Tree,NA,1/21/2021,NA,,,sec6/Prj1,FWS-Prj1,Merrill,NA,"Starboard bank going upstream located near large fallen log, picture taken",
SHELVED,135405,VR2W,,NA,NA,LF_Lower,,,PR,LF,125.4794839,,,NA,,,,,Prj1,USFWS-AK,,,,
DEPLOYED,134606,VR2W,,NA,NA,LF_N_BO,31.3503,-89.2811,PR,LF,239.2059119,,Tree,Jun,4/1/2019,,,,Sec6/Prj1,EMEL,,NA,Originally Called Leaf_hwy42; this one is currently mostly trapped under a log. ,
DEPLOYED,136131,VR2W,,NA,NA,LF_Sims,31.26069,-89.2265,PR,LF,223.5128706,,Bridge,NA,1/21/2021,NA,,,Prj1,FWS-Prj1,Sims,NA,"Left, downstream, loop, NEED 4X4 drive, mostly mud and gravel for ramp, sketchy",
SHELVED,136152,VR2W,115,NA,NA,LF_SmithCo,31.82819,-89.4074,PR,LF,328.205415,,Bridge,Feb,2/3/2021?,,8/20/2021,,Prj1,FWS-Prj1,Walk,NA,Taylorsville,
DEPLOYED,120612,VR2W,115,NA,NA,MSS_Amlegion_Reef,,,MSS,MSS,0,,Pole,Oct,11/16/2021,9:24,,,Gulfport/teleost,,Washinton St Pier,NA,,
MISSING,485642,VR2Tx,115,A69-1601-62461,62461,MSS_BNLC,30.303,-89.301,BSL,MSS,0,,Pole,Aug,9/28/2021,10:17:00 AM,,,Oyster,EMEL,Henderson Point,NA,TX,
DEPLOYED,487935,VR2Tx,115,A69-1601-63010,63010,MSS_BNLC,30.303,-89.301,BSL,MSS,0,,Pole,May,6/15/2022,9:38:00 AM,,,Oyster,EMEL,Washington Street pier,NA,,
DEPLOYED,137159,VR2W,115,NA,NA,MSS_BNLE,30.30299,-89.29888,BSL,MSS,0,,Pole,Aug,9/28/2021,10:07:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
DEPLOYED,137122,VR2W,115,NA,NA,MSS_BNLN,30.30469,-89.30096,BSL,MSS,0,,Pole,Aug,9/28/2021,10:12:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
DEPLOYED,137121,VR2W,115,NA,NA,MSS_BNLS,30.30115,-89.30106,BSL,MSS,0,,Pole,Aug,9/28/2021,10:36:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
SHELVED,137127,VR2W,115,NA,NA,MSS_BNLW,30.30299,-89.30315,BSL,MSS,0,,Pole,Aug,9/28/2021,10:26:00 AM,11/30/2021,8:40,Oyster,EMEL,Henderson Point,NA,"Sync tag, glued PVC, broken pole underwater with cage still on it",
DEPLOYED,137127,VR2W,115,NA,NA,MSS_BNLW,30.30301,-89.30318,BSL,MSS,0,8.9,Pole,Aug,11/30/2021,8:51:00 AM,,,Oyster,EMEL,Henderson Point,NA,"Moved next to original PVC that was broken, sync tag, glued PVC",
MISSING,485641,VR2Tx,115,A69-1601-62460,62460,MSS_BNOC,30.29395,-89.29521,BSL,MSS,0,,Pole,Aug,9/28/2021,9:48:00 AM,,,Oyster,EMEL,Henderson Point,NA,"TX, firm sand, missing not on pole, ~200m east of BNOE?",
DEPLOYED,487933,VR2Tx,115,A69-1601-63008,63008,MSS_BNOC,30.29395,-89.29521,BSL,MSS,0,,Pole,May,6/15/2022,9:58:00 AM,,,Oyster,EMEL,Washington Street pier,NA,,
DEPLOYED,137140,VR2W,115,NA,NA,MSS_BNOE,30.29398,-89.29298,BSL,MSS,0,,Pole,Aug,9/28/2021,9:51:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
SHELVED,137153,VR2W,115,NA,NA,MSS_BNON,30.29573,-89.29514,BSL,MSS,0,,Pole,Aug,9/28/2021,9:58:00 AM,6/2/2022,14:44,Oyster,EMEL,Henderson Point,NA,"Sync tag, firm sand",
DEPLOYED,137153,VR2W,115,NA,NA,MSS_BNON,30.29573,-89.29514,BSL,MSS,0,,Pole,Aug,6/15/2022,9:47:00 AM,,,Oyster,EMEL,Washington Street pier,NA,,
DEPLOYED,137136,VR2W,115,NA,NA,MSS_BNOS,30.29219,-89.2952,BSL,MSS,0,,Pole,Aug,9/28/2021,9:41:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
MISSING,137158,VR2W,115,NA,NA,MSS_BNOW,30.29392,-89.29718,BSL,MSS,0,,Pole,Aug,9/28/2021,9:35:00 AM,,,Oyster,EMEL,Henderson Point,NA,"Sync tag, missing not on pole, ~200m east of BNOE?",
DEPLOYED,138063,VR2W,115,NA,NA,MSS_BNOW,30.29392,-89.29718,BSL,MSS,0,,Pole,May,6/15/2022,9:53:00 AM,,,Oyster,EMEL,Washington Street pier,NA,,
DEPLOYED,485645,VR2Tx,115,A69-1601-62464,62464,MSS_BNRC,30.30207,-89.32082,BSL,MSS,0,,Pole,Aug,9/28/2021,9:12:00 AM,,,Oyster,EMEL,Henderson Point,NA,TX,
DEPLOYED,137133,VR2W,115,NA,NA,MSS_BNRE,30.3021,-89.31873,BSL,MSS,0,,Pole,Aug,9/28/2021,9:25:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
DEPLOYED,137129,VR2W,115,NA,NA,MSS_BNRN,30.30386,-89.32085,BSL,MSS,0,,Pole,Aug,9/28/2021,9:22:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
DEPLOYED,137151,VR2W,115,NA,NA,MSS_BNRS,30.3003,-89.32094,BSL,MSS,0,,Pole,Aug,9/28/2021,9:17:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
DEPLOYED,137123,VR2W,115,NA,NA,MSS_BNRW,30.3021,-89.32294,BSL,MSS,0,,Pole,Aug,9/28/2021,9:07:00 AM,,,Oyster,EMEL,Henderson Point,NA,Sync tag,
DEPLOYED,485646,VR2Tx,115,A69-1601-62465,62465,MSS_BSLC,30.25958,-89.30647,BSL,MSS,0,10.82677165,Block,Aug,10/21/2021,10:30:00 AM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.25959, -89.30635",
DEPLOYED,137137,VR2W,115,NA,NA,MSS_BSLN,30.26135,-89.30644,BSL,MSS,0,9.514435696,Block,Aug,10/21/2021,10:46:00 AM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.26137, -89.305638",
DEPLOYED,120618,VR2W,115,NA,NA,MSS_BSLtrain_Reef,30.31169,-89.30074,BSL,MSS,0,,Pole,Oct,11/16/2021,9:36,,,Gulfport/teleost,,Washinton St Pier,NA,,
DEPLOYED,137157,VR2W,115,NA,NA,MSS_BSLW,30.25959,-89.30855,BSL,MSS,0,10.49868766,Block,Aug,10/21/2021,11:04:00 AM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.25961, -89.30847",
DEPLOYED,137120,VR2W,115,NA,NA,MSS_BSOC,30.26126,-89.29527,BSL,MSS,0,7.7,Block,Aug,10/26/2021,3:21:00 PM,,,Oyster,EMEL,Henderson Point,NA,"Reference tag, weight at 30.26130, -89.29522",
DEPLOYED,137141,VR2W,115,NA,NA,MSS_BSON,30.26308,-89.29524,BSL,MSS,0,5.5,Block,Aug,10/26/2021,3:10:00 PM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.26314, -89.29520",
DEPLOYED,137144,VR2W,115,NA,NA,MSS_BSOW,30.26127,-89.29741,BSL,MSS,0,8.4,Block,Aug,10/26/2021,3:33:00 PM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.26129, -89.29736",
DEPLOYED,137149,VR2W,115,NA,NA,MSS_BSRC,30.27907,-89.29089,BSL,MSS,0,,Block,Aug,10/21/2021,12:25:00 PM,,,Oyster,EMEL,Henderson Point,NA,"Reference tag, weight at 30.27906, -89.29082",
DEPLOYED,137131,VR2W,115,NA,NA,MSS_BSRN,30.28081,-89.29092,BSL,MSS,0,16.73228346,Block,Aug,10/21/2021,2:05:00 PM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.28081, -89.29080",
DEPLOYED,137148,VR2W,115,NA,NA,MSS_BSRW,30.27905,-89.29303,BSL,MSS,0,14.43569554,Block,Aug,10/21/2021,2:15:00 PM,,,Oyster,EMEL,Henderson Point,NA,"weight at 30.27914, -89.29296",
DEPLOYED,120622,VR2W,115,NA,NA,MSS_CAUSEWAY_1,30.35044,-88.58772,PR,MSS,0,3,4x4,Oct,10/22/2021,,,,Gulfport/teleost,,Ingalls/ Point Park,NA,time in: 1153,
DEPLOYED,136375,VR2W,115,NA,NA,MSS_CAUSEWAY_2,30.34401,-88.58717,PR,MSS,0,6.3,4X4,Oct,10/22/2021,,,,Prj2,FWS-Prj2,Ingalls/ Point Park,NA,time in: 1220,
DEPLOYED,136369,VR2W,115,NA,NA,MSS_CAUSEWAY_N,30.35601,-88.58751,PR,MSS,0,5.1,4x4,Oct,10/22/2021,,,,Prj2,FWS-Prj2,Ingalls/ Point Park,NA,time in: 1340,
DEPLOYED,136372,VR2W,115,NA,NA,MSS_CAUSEWAY_S,30.34085,-88.58502,PR,MSS,0,6.7,4x4,Oct,10/22/2021,,,,Prj2,FWS-Prj2,Ingalls/ Point Park,NA,time in: 1257,
DEPLOYED,120604,VR2W,115,NA,NA,MSS_Mellini_pt_reef,30.33602,-89.28661,BSL,MSS,0,,Pole,Oct,11/16/2021,10:48,,,Gulfport/teleost,,Washinton St Pier,NA,,
DEPLOYED,485647,VR2Tx,115,A69-1601-62466,62466,MSS_PELC,30.3318,-88.65015,PR,MSS,0,7.5,Pole,Aug,9/24/2021,11:09:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"TX, found <5m away on 11/18 with receiver buried upside down",
DEPLOYED,137142,VR2W,115,NA,NA,MSS_PELN,30.33343,-88.64938,PR,MSS,0,7.4,Pole,Aug,9/24/2021,11:14:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"No tag, found not on pole @ 11/18",
DEPLOYED,137132,VR2W,115,NA,NA,MSS_PELW,30.33243,-88.652,PR,MSS,0,7.6,Pole,Aug,9/24/2021,11:01:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,No tag,
DEPLOYED,137134,VR2W,115,NA,NA,MSS_PEOC,30.3329,-88.63409,PR,MSS,0,6.6,Pole,Aug,9/24/2021,11:30:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,Reference tag,
DEPLOYED,137128,VR2W,115,NA,NA,MSS_PEON,30.33462,-88.63416,PR,MSS,0,6.6,Pole,Aug,9/24/2021,11:35:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,No tag,
DEPLOYED,137162,VR2W,115,NA,NA,MSS_PEOW,30.33287,-88.63614,PR,MSS,0,6.7,Pole,Aug,9/24/2021,11:23:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,No tag,
DEPLOYED,137156,VR2W,115,NA,NA,MSS_PERC,30.33623,-88.58813,PR,MSS,0,1.6,Pole,Aug,9/24/2021,12:16:00 PM,,,Oyster,EMEL,Ingalls/ Point Park,NA,Reference tag,
DEPLOYED,137145,VR2W,115,NA,NA,MSS_PERN,30.33797,-88.58823,PR,MSS,0,5.1,Pole,Aug,9/24/2021,12:26:00 PM,,,Oyster,EMEL,Ingalls/ Point Park,NA,No tag,
DEPLOYED,137154,VR2W,115,NA,NA,MSS_PERW,30.33637,-88.59023,PR,MSS,0,5.3,Pole,Aug,9/24/2021,12:02:00 PM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"No tag, next to crab float",
DEPLOYED,485644,VR2Tx,115,A69-1601-62463,62463,MSS_PWLC,30.33627,-88.66397,PR,MSS,0,7.9,Pole,Aug,9/24/2021,10:18:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"TX, glued PVC, 7m off",
DEPLOYED,137126,VR2W,115,NA,NA,MSS_PWLE,30.33627,-88.66182,PR,MSS,0,7.6,Pole,Aug,9/24/2021,10:46:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"Glued PVC, sync tag",
DEPLOYED,137138,VR2W,115,NA,NA,MSS_PWLN,30.33808,-88.66404,PR,MSS,0,7.7,Pole,Aug,9/24/2021,10:25:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"Glued PVC, sync tag",
DEPLOYED,137135,VR2W,115,NA,NA,MSS_PWLS,30.33457,-88.6639,PR,MSS,0,8,Pole,Aug,9/24/2021,10:35:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"Glued PVC, sync tag",
DEPLOYED,137146,VR2W,115,NA,NA,MSS_PWLW,30.33628,-88.66595,PR,MSS,0,8,Pole,Aug,9/24/2021,10:05:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,"Glued PVC, sync tag",
DEPLOYED,485640,VR2Tx,115,A69-1601-62459,62459,MSS_PWOC,30.34423,-88.64699,PR,MSS,0,6.4,Pole,Aug,9/24/2021,9:35:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,TX,
DEPLOYED,137125,VR2W,115,NA,NA,MSS_PWOE,30.3442,-88.64493,PR,MSS,0,6.3,Pole,Aug,9/24/2021,9:40:00 AM,,,Oyster,EMEL,Ingalls/ Point Park,NA,Sync tag,
