Device,Station,Deployment Start,Deployment End,Latitude,Longitude,Device Depth,Notes
133459,BI_SIP1,12/13/2021 12:39,7/21/2022 23:59,30.2126,-89.0024,5.8,
121069,BI_HN2,9/27/2021 16:25,8/28/2022 15:48,30.256,-88.7302,4.5,
137123,MSS_BNRW,9/28/2021 9:07,,30.3021,-89.32294,,
485645,MSS_BNRC,9/28/2021 9:12,11/7/2023 16:21,30.30207,-89.32082,,
137151,MSS_BNRS,9/28/2021 9:17,,30.3003,-89.32094,,
137129,MSS_BNRN,9/28/2021 9:22,,30.30386,-89.32085,,
137133,MSS_BNRE,9/28/2021 9:25,,30.3021,-89.31873,,
137158,MSS_BNOW,9/28/2021 9:35,6/15/2022 9:53,30.29392,-89.29718,,
137136,MSS_BNOS,9/28/2021 9:41,NA,30.29219,-89.2952,,missing 11/7/2023
485641,MSS_BNOC,9/28/2021 9:48,NA,30.29395,-89.29521,,missing 06/02/2022
137140,MSS_BNOE,9/28/2021 9:51,,30.29398,-89.29298,,
137153,MSS_BNON,9/28/2021 9:58,6/2/2022 14:44,30.29573,-89.29514,,
137159,MSS_BNLE,9/28/2021 10:07,3/26/2024 11:16,30.30299,-89.29888,,
137122,MSS_BNLN,9/28/2021 10:12,NA,30.30469,-89.30096,,missing 9/20/23
485642,MSS_BNLC,9/28/2021 10:17,NA,30.303,-89.301,,missing 06/02/2022
137127,MSS_BNLW,9/28/2021 10:26,NA,30.30301,-89.30318,8.9,missing 12/12/2022
137121,MSS_BNLS,9/28/2021 10:36,NA,30.30115,-89.30106,,missing 09/21/2023
136360,PRE_Catch-em-all,10/8/2021 0:00,NA,30.39677,-88.5695,5.1,
136361,PRE_Crooked_Bayou,10/8/2021 0:00,8/16/2022 14:47,30.42824,-88.5984,9,
136362,PRE_Shepard,10/8/2021 0:00,,30.36182,-88.62678,4.3,
136364,PRE_Twin_Islands_E,10/8/2021 0:00,,30.36009,-88.605,9.9,
136366,PRE_Krebs_Lake,10/8/2021 0:00,,30.38382,-88.55936,3.7,
136370,PRE_Graveline_Reef,10/8/2021 0:00,,30.35007,-88.67203,5.6,
136374,PRE_Bayou_Chemise_W,10/8/2021 0:00,NA,30.39419,-88.6017,10,missing 3/12/24
136376,PRE_Bayou_Chemise_E,10/8/2021 0:00,,30.39941,-88.5903,9.4,
136381,PRE_Black_Bird_Key,10/8/2021 0:00,8/6/2024 14:16,30.43098,-88.61118,10.2,broken
136382,PRE_Esca_R_W_HWY613,10/8/2021 0:00,NA,30.41873,-88.5211,14,missing 06/20/2022
136385,PRE_Marsh_Lake,10/8/2021 0:00,1/17/2025 8:55,30.38207,-88.5845,5.8,"broken, boat strike"
136386,PRE_Bayou_Pierre ,10/8/2021 0:00,,30.37536,-88.6111,4,
136388,PRE_Pascagoula_Pier,10/8/2021 0:00,,30.33467,-88.5368,8.4,
136876,MSS_CHNL_GP_LT_31,10/10/2021 0:00,1/29/2025 0:00,30.23923,-89.00153,,first detection date
485646,MSS_BSLC,10/21/2021 10:30,NA,30.25958,-89.30647,10.8,missing 09/13/2022
137137,MSS_BSLN,10/21/2021 10:46,,30.26135,-89.30644,9.5,
137157,MSS_BSLW,10/21/2021 11:04,,30.25959,-89.30855,10.5,
137149,MSS_BSRC,10/21/2021 12:25,,30.27907,-89.29089,,
137131,MSS_BSRN,10/21/2021 14:05,6/2/2022 13:36,30.28081,-89.29092,16.7,
137148,MSS_BSRW,10/21/2021 14:15,,30.27905,-89.29303,14.4,
136378,PRE_W90BRIDGE_W,10/22/2021 10:37,7/14/2025 14:15,30.38273,-88.6086,27.5,
120614,PRE_W90BRIDGE_E,10/22/2021 11:00,8/8/2024 13:04,30.3824,-88.60716,,
120622,MSS_CAUSEWAY_1,10/22/2021 11:53,,30.35044,-88.58772,3,
136375,MSS_CAUSEWAY_2,10/22/2021 12:20,,30.34401,-88.58717,6.3,
136372,MSS_CAUSEWAY_S,10/22/2021 12:57,,30.34085,-88.58502,6.7,
136369,MSS_CAUSEWAY_N,10/22/2021 13:40,4/17/2023 8:55,30.35601,-88.58751,5.1,
120623,PRE_E90BRIDGE_W,10/22/2021 15:00,,30.37224,-88.56162,16.3,
120624,PRE_E90BRIDGE_E,10/22/2021 15:25,,30.37132,-88.56162,15,
137130,PRE_NOAATRAIN_E,10/22/2021 16:39,,30.36847,-88.56361,23.6,
137141,MSS_BSON,10/26/2021 15:10,,30.26308,-89.29524,5.5,
137120,MSS_BSOC,10/26/2021 15:21,,30.26126,-89.29527,7.7,
137144,MSS_BSOW,10/26/2021 15:33,,30.26127,-89.29741,8.4,
121065,BI_DK13,8/30/2022 9:00,10/13/2022 12:09,30.2452,-88.7906,4.3,
137607,BI_CC15,10/4/2022 10:13,10/13/2022 13:55,30.2145,-88.9204,3.9,
120609,BI_WS4,10/4/2022 11:02,10/13/2022 14:10,30.2082,-88.9875,4.9,
137603,BI_CC11,10/4/2022 13:05,10/13/2022 14:51,30.2258,-88.9188,5,
133461,BI_SIP3,10/4/2022 11:17,1/27/2023 12:59,30.2164,-89.028,5.6,
137600,BI_CC_SO1,10/4/2022 10:25,1/27/2023 23:59,30.2037,-88.9203,5.9,
114201,BI_NDK8,10/4/2022 14:18,5/30/2023 7:27,30.2544,-88.7715,6.8,
137706,PR_20Con_2,11/12/2021 14:05,NA,30.51561,-88.6019,,missing 7/13/2023
120612,MSS_Amlegion_reef,11/16/2021 9:24,,30.29832,-89.32906,7,
120618,MSS_BSLtrain_reef,11/16/2021 9:36,NA,30.31169,-89.30074,8.7,missing 08/29/2022
120604,MSS_Mellini_pt_reef,11/16/2021 10:48,9/19/2023 12:00,30.33602,-89.28661,,
112910,BI_HS2,10/4/2022 8:21,5/30/2023 7:56,30.236,-88.7301,5.7,
135790,PRE_Bluff_Creek_Mouth,12/3/2021 12:13,NA,30.45899,-88.61843,,missing 11/17/23
121057,BI_HS1,10/4/2022 8:31,5/30/2023 8:11,30.2329,-88.76,6.5,
124193,BI_DK15,10/4/2022 8:36,5/30/2023 8:24,30.2364,-88.7796,3.8,
112907,BI_SDK4,10/4/2022 8:44,5/30/2023 8:46,30.2388,-88.7971,4.3,
133455,BI_SDK3,10/4/2022 9:01,5/30/2023 9:15,30.2409,-88.8202,3.1,
137139,PRE_NOAATRAIN_W,12/16/2021 0:00,NA,30.36895,-88.56399,20,missing 01/27/2023
137150,PRE_WTRAIN_E,12/16/2021 0:00,,30.37686,-88.60715,21,
137160,PRE_WTRAIN_W,12/16/2021 0:00,,30.37729,-88.60934,23,
115342,BI_SDK5,10/4/2022 9:10,5/30/2023 9:27,30.241,-88.8315,3.2,
112001,BO_Kola,2/16/2022 11:04,,31.62581,-89.52937,3,
111429,LF_Hwy18,2/16/2022 11:45,8/18/2022 14:52,32.01273,-89.43278,3,
136136,BO_Seminary,2/16/2022 12:04,,31.56178,-89.50444,3,
136150,BO_I589,2/16/2022 13:46,,31.47144,-89.52189,3,
136146,BO_Lux,2/16/2022 14:37,5/8/2024 18:50,31.44308,-89.40607,3,
136140,BO_Hwy49,2/16/2022 15:24,,31.42555,-89.41574,6,
136153,BO_R_Peps_Point,2/16/2022 16:09,NA,31.39558,-89.36664,3,missing 08/30/2022
136314,CH_Okatibbee,2/16/2022 16:50,,32.18487,-88.81988,,
136149,CH_Enterprise,2/16/2022 17:07,8/18/2022 23:59,32.1747,-88.81947,,
136138,CH_Stonewall,2/16/2022 17:28,8/18/2022 12:18,32.13063,-88.81161,,
136148,LF_I590,2/18/2022 15:25,8/18/2022 14:47,31.55617,-89.31686,,
111527,LF_I588,2/18/2022 16:45,NA,31.62361,-89.32708,,missing 08/18/2022
136147,LF_Hwy84,2/19/2022 9:02,,31.70845,-89.40696,,
111210,CH_Chunk80,2/19/2022 13:57,8/18/2022 11:20,32.32664,-88.90963,4,
136132,CH_Chunk59,2/19/2022 16:09,,32.22686,-88.83235,,
121059,BI_SDK1,10/4/2022 9:28,5/30/2023 9:53,30.2409,-88.854,2.6,
111989,PE_Ross_Barnett,3/1/2022 13:44,7/15/2022 12:24,32.38857,-90.0745,,
136160,PE_Spillway,3/1/2022 16:16,7/15/2022 14:14,32.32571,-90.14644,,
136158,PE_Bryam,3/3/2022 12:42,7/15/2022 23:59,32.17714,-90.24337,,
136157,ST_Bridgeport,3/3/2022 16:28,7/15/2022 17:56,31.8495,-90.12732,,
136133,ST_Mouth,3/3/2022 16:42,7/15/2022 17:19,31.84984,-90.13557,,
136166,PE_Georgetown,3/3/2022 17:00,7/15/2022 23:59,31.8692,-90.13691,,
136163,PE_Hopewell,3/4/2022 0:00,7/12/2023 11:05,31.95601,-90.19132,,
136159,PE_Holcomb_Branch,3/4/2022 11:15,7/12/2023 9:45,32.12015,-90.2414,,
136155,PE_S_Haley,3/4/2022 12:00,7/12/2023 10:27,32.02931,-90.24657,,
136183,BC_HWY570,3/9/2022 11:02,8/30/2023 11:13,31.29738,-90.39497,7,
136156,BC_HWY48,3/9/2022 12:30,NA,31.11719,-90.25168,,missing 11/19/2024
136180,BC_HWY38,3/9/2022 13:30,NA,30.9224,-90.20458,6,missing 10/10/22
136178,BC_Franklinton,3/9/2022 15:07,8/30/2023 9:11,30.84026,-90.16162,,
120607,PRE_Graveline_Mouth,3/10/2022 13:21,,30.36288,-88.66531,,
120613,PRE_Bear_Bayou,3/10/2022 16:03,11/24/2022 23:59,30.50472,-88.56425,,last detection date
120603,PRE_East_River_S_I10,3/10/2022 16:28,4/29/2025 16:24,30.43713,-88.5583,10.5,
136169,PRE_East_River_S_I10,4/29/2025 16:39,,30.43713,-88.5583,10.5,
137705,PRE_Esca_Mouth,3/10/2022 16:40,11/17/2023 9:09,30.4238,-88.55439,7,
137704,PR_Cumbest,3/16/2022 9:52,,30.58183,-88.57207,,
487506,BI_ES21,10/4/2022 9:33,5/30/2023 10:04,30.2429,-88.863,3.8,
136142,BO_Lower,4/28/2022 0:00,5/3/2022 23:59,31.37423,-89.3497,3,
105266,BO_PF_01,5/9/2022 10:33,,31.34549,-89.29329,,
111434,BO_PF_03,5/9/2022 11:05,,31.351621,-89.296279,,
136151,BO_PF_04,5/9/2022 11:59,,31.34919,-89.30236,,
133457,BO_PF_02,5/9/2022 12:32,,31.34951,-89.29532,,
137131,MSS_BSRN,6/2/2022 14:12,,30.28077,-89.29084,16.7,
138230,BO_PF005,6/7/2022 15:52,NA,31.356234,-89.318639,,missing 01/11/2023
487935,MSS_BNLC,6/15/2022 9:38,3/26/2024 11:26,30.303,-89.301,,
137153,MSS_BNON,6/15/2022 9:47,NA,30.29573,-89.29514,,missing 11/7/2023
138063,MSS_BNOW,6/15/2022 9:53,9/13/2022 9:52,30.29392,-89.29718,,
487933,MSS_BNOC,6/15/2022 9:58,NA,30.29395,-89.29521,,missing 11/7/2023
136361,PRE_Crooked_Bayou,8/23/2022 8:56,,30.42824,-88.5984,9,
124187,BI_ES20,10/4/2022 9:36,5/30/2023 10:15,30.243,-88.8689,3.9,
112902,BI_ES23,10/4/2022 13:28,5/30/2023 10:24,30.25079,-88.88783,2.1,
112912,BI_ES24,10/4/2022 9:40,5/30/2023 10:30,30.239,-88.8747,4.2,
112914,BI_ES25,10/4/2022 9:44,5/30/2023 10:43,30.2344,-88.8819,4.4,
112905,BI_ES26,10/4/2022 9:47,5/30/2023 10:52,30.228,-88.8872,5.1,
133451,BI_ES_SO1,10/4/2022 9:55,5/30/2023 11:03,30.2173,-88.8874,7.6,
102343,BI_CC17,10/4/2022 10:04,5/30/2023 11:19,30.2215,-88.9023,4.9,
136328,PE_Stennis,9/21/2022 11:45,,30.37675,-89.66404,4,
120617,MSS_BSLtrain_reef,9/22/2022 9:20,,30.31169,-89.30074,,
138063,MSS_BNOW,9/22/2022 9:55,6/25/2025 0:00,30.29392,-89.29718,,"missing 3/12/2024, 1/16/2025, 6/25/2025"
136142,BO_Lower,9/26/2022 17:40,,31.37423,-89.3497,3,
111210,CH_Chunk80,9/27/2022 10:41,8/30/2023 14:22,32.32664,-88.90963,4,
136138,CH_Stonewall,9/27/2022 12:40,8/30/2023 15:38,32.13063,-88.81161,,
136149,CH_Enterprise,9/27/2022 13:48,8/30/2023 23:59,32.175186,-88.819818,,
102350,BI_CC16,10/4/2022 10:07,5/30/2023 11:29,30.2174,-88.9115,3.1,
488896,BI_CC15,10/13/2022 13:56,5/30/2023 11:37,30.2145,-88.9204,3.9,
112913,BI_CC_SO1,1/27/2023 12:24,5/30/2023 11:46,30.2037,-88.9203,5.9,
137606,BI_CC14,10/4/2022 10:31,5/30/2023 11:56,30.2128,-88.9297,3.8,
124190,BI_WS9,10/4/2022 10:37,5/30/2023 12:09,30.2072,-88.947,5.3,
124191,BI_WS8,10/4/2022 10:42,5/30/2023 12:19,30.2039,-88.9584,6.2,
133453,BI_WS_SO1,10/4/2022 10:47,5/30/2023 12:28,30.1934,-88.9576,6.6,
112908,BI_WS7,10/4/2022 10:52,5/30/2023 12:36,30.2034,-88.97,6.4,
124185,BI_WS3,10/4/2022 10:58,5/30/2023 12:48,30.205,-88.9817,5.2,
488899,BI_WS4,10/13/2022 14:12,5/30/2023 12:57,30.2082,-88.9875,4.9,
137602,BI_CC10,10/4/2022 12:56,5/30/2023 13:08,30.2238,-88.9278,5,
119180,BI_SIP2,10/4/2022 11:11,5/30/2023 13:16,30.2141,-89.015,5.9,
110871,BI_SIP4,10/4/2022 11:21,5/30/2023 13:29,30.2177,-89.0402,5,
133456,BI_SIP6,10/4/2022 11:32,5/30/2023 13:42,30.224,-89.0648,3.2,
120606,BI_WS2,1/27/2023 14:14,5/30/2023 14:18,30.2159,-88.9914,7.4,
137607,BI_WS1,1/27/2023 13:20,5/30/2023 14:26,30.2162,-88.9852,8.1,
112918,BI_WS5,10/4/2022 12:40,5/30/2023 14:41,30.2185,-88.9622,7,
124194,BI_WS6,10/4/2022 12:44,5/30/2023 14:49,30.2208,-88.9491,4.3,
105267,BI_CC9,10/4/2022 12:48,5/30/2023 14:58,30.2216,-88.936,5,
137601,BI_CC5,10/4/2022 12:52,5/30/2023 15:07,30.2269,-88.9345,5,
112916,BI_CC6,10/4/2022 13:01,5/30/2023 15:30,30.2295,-88.9251,5,
137604,BI_CC12,10/4/2022 13:12,5/30/2023 15:42,30.2285,-88.909,5,
105264,BI_CC8,10/4/2022 13:16,5/30/2023 15:58,30.2347,-88.907,5,
137605,BI_CC13,10/4/2022 13:20,5/30/2023 16:01,30.2372,-88.9002,5,
112906,BI_ES18,10/4/2022 13:34,5/30/2023 16:24,30.2522,-88.8729,5,
112901,BI_ES19,10/4/2022 13:38,5/30/2023 16:31,30.2526,-88.8651,4.8,
121067,BI_NDK1,10/4/2022 13:43,5/30/2023 16:39,30.2559,-88.8561,5.4,
112917,BI_NDK1,9/27/2021 15:07,5/30/2023 16:41,30.2559,-88.8561,5.4,
110884,BI_NDK6,10/4/2022 13:48,5/30/2023 16:51,30.2575,-88.8439,6.1,
121065,BI_NDK2,1/27/2023 11:23,5/30/2023 17:00,30.2561,-88.8323,6,
111438,BI_NDK7,10/4/2022 14:00,5/30/2023 17:10,30.2562,-88.8203,3.7,
110876,BI_HN1,10/4/2022 14:25,5/30/2023 17:31,30.2535,-88.7611,5.8,
121069,BI_HN2,10/4/2022 14:34,5/30/2023 17:43,30.256,-88.7302,4.5,
124192,BI_ES22,10/4/2022 13:24,6/7/2023 13:47,30.24673,-88.89388,1.9,
112911,BI_NDK5,10/4/2022 14:16,6/7/2023 15:40,30.2543,-88.7839,2.5,
121068,BI_NDK4,10/4/2022 14:10,6/7/2023 15:49,30.2539,-88.7958,2.4,
120611,BI_NDK3,10/4/2022 14:04,6/7/2023 15:56,30.2539,-88.8081,3,
121063,BI_SDK2,10/4/2022 9:19,6/7/2023 23:59,30.2428,-88.843,4.4,
124188,BI_DK11,8/30/2022 9:39,10/10/2023 8:40,30.2458,-88.802,3.4,
121064,BI_DK7,8/30/2022 10:33,10/10/2023 9:39,30.2487,-88.8254,3.1,
124186,BI_DK3,8/30/2022 11:43,10/10/2023 10:07,30.2493,-88.8487,2.2,
137603,BI_SIP1,1/27/2023 12:50,10/10/2023 11:47,30.2126,-89.0024,5.8,
102350,BI_CC16,10/6/2023 10:58,2/20/2024 9:06,30.2174,-88.9115,3.1,
490838,BI_NDK8,10/6/2023 8:04,5/29/2024 7:39,30.2544,-88.7715,6.8,
112907,BI_SDK4,10/6/2023 9:18,5/29/2024 7:50,30.2388,-88.7971,4.3,
112910,BI_HS2,10/6/2023 8:47,5/29/2024 8:15,30.236,-88.7301,5.7,
121057,BI_HS1,10/6/2023 8:57,5/29/2024 8:29,30.2329,-88.76,6.5,
124193,BI_DK15,10/6/2023 9:03,5/29/2024 8:38,30.2364,-88.7796,3.8,
133455,BI_SDK3,10/6/2023 9:36,5/29/2024 9:07,30.2409,-88.8202,3.1,
115342,BI_SDK5,10/6/2023 9:48,5/29/2024 9:25,30.241,-88.8315,3.2,
487506,BI_ES21,10/6/2023 10:22,5/29/2024 9:45,30.2429,-88.863,3.8,
490831,BI_ES20,10/6/2023 10:27,5/29/2024 9:53,30.243,-88.8689,3.9,
112912,BI_ES24,10/6/2023 10:17,5/29/2024 10:03,30.239,-88.8747,4.2,
112914,BI_ES25,10/6/2023 10:35,5/29/2024 10:15,30.2344,-88.8819,4.4,
112905,BI_ES26,10/6/2023 10:40,5/29/2024 10:24,30.228,-88.8872,5.1,
490830,BI_CC17,10/6/2023 10:54,5/29/2024 10:43,30.2215,-88.9023,4.9,
488896,BI_CC15,10/6/2023 11:02,5/29/2024 10:55,30.2145,-88.9204,3.9,
112913,BI_CC_SO1,10/6/2023 11:06,5/29/2024 11:03,30.2037,-88.9203,5.9,
137606,BI_CC14,10/6/2023 11:12,5/29/2024 11:17,30.2128,-88.9297,3.8,
138065,MSS_PWOS,10/7/2022 10:37,9/19/2023 12:04,30.34249,-88.64702,6.6,
124190,BI_WS9,10/6/2023 11:23,5/29/2024 11:27,30.2072,-88.947,5.3,
490825,BI_WS8,10/6/2023 11:30,5/29/2024 11:40,30.2039,-88.9584,6.2,
133453,BI_WS_SO1,10/6/2023 11:35,5/29/2024 11:47,30.1934,-88.9576,6.6,
112908,BI_WS7,10/6/2023 11:41,5/29/2024 11:54,30.2034,-88.97,6.4,
120616,BB_Pops_East,11/9/2022 13:25,,30.415457,-88.975148,,
120621,BB_Confluence,11/9/2022 14:14,4/25/2023 10:14,30.43555,-88.9931,,
120609,BB_Tchoutacabouffa_R,11/9/2022 15:00,NA,30.43769,-88.98865,8,missing 3/6/2024
120620,BB_Biloxi_R,11/9/2022 15:50,,30.43089,-89.00272,12,
120610,BB_Ancient_Oaks,11/9/2022 16:34,,30.43078,-88.99088,,
138148,PRE_Esca_R_W_HWY613,11/10/2022 11:32,11/25/2024 23:59,30.41895,-88.521,3,
120608,BB_Industrial_Canal_Tarpon,11/22/2022 12:17,10/28/2024 11:59,30.41929,-89.00885,16,
120615,BB_Bayou_Bernard,11/28/2022 0:00,NA,30.4141,-89.00619,,missing 5/30/2025
120608,BB_Bayou_Bernard,7/28/2025 12:42,,30.4141,-89.00619,,
138064,MSS_PEOC,12/16/2022 10:11,NA,30.3329,-88.63409,6.6,missing 3/6/2024
136408,PE_LSU25,1/5/2023 0:00,7/14/2023 9:40,30.21708,-89.60213,,
111989,PE_Ross_Barnett,1/5/2023 11:28,7/11/2023 11:00,32.3887,-90.074,,
136158,PE_Bryam,1/5/2023 16:22,7/11/2023 9:25,32.17714,-90.24337,,
136157,PE_Hawkins_Branch,1/5/2023 16:42,7/12/2023 13:26,32.17785,-90.22493,,
136160,PE_Spillway,1/6/2023 8:56,7/11/2023 12:08,32.32571,-90.14644,,
138067,MSS_BNLW,1/6/2023 10:44,NA,30.30301,-89.30318,8.9,missing 06/07/2023
136133,ST_Mouth,1/6/2023 13:21,7/12/2023 17:13,31.84913,-90.12757,,
136166,PE_Georgetown,1/6/2023 13:40,9/13/2023 23:59,31.85334,-90.13747,,
136181,PE_Oma,1/6/2023 15:18,,31.663783,-90.121421,,
136172,PE_Monticello,1/6/2023 16:13,7/3/2024 10:05,31.55395,-90.08776,,
136171,PE_Columbia,1/6/2023 17:32,7/1/2024 17:51,31.24118,-89.84458,,
138141,PE_PIT_S,1/9/2023 12:48,,30.43443,-89.68406,,
138139,PE_Hwy59,1/9/2023 13:25,NA,30.47213,-89.70513,,maybe missing 5/15/2025
138156,PE_Nicholson,1/9/2023 14:00,,30.49817,-89.73225,,
124185,BI_WS3,10/6/2023 11:46,5/29/2024 12:08,30.205,-88.9817,5.2,
488899,BI_WS4,10/6/2023 11:50,5/29/2024 12:17,30.2082,-88.9875,4.9,
110871,BI_SIP4,10/6/2023 12:05,5/29/2024 12:39,30.2177,-89.0402,5,
119180,BI_SIP2,10/6/2023 11:59,5/29/2024 12:50,30.2141,-89.015,5.9,
120606,BI_WS2,10/6/2023 12:37,5/29/2024 13:00,30.2159,-88.9914,7.4,
490832,BI_WS1,10/6/2023 12:41,5/29/2024 13:12,30.2162,-88.9852,8.1,
136413,PE_LSU26,2/24/2023 0:00,7/14/2023 9:20,30.22263,-89.61343,,
135406,LF_Lower,2/27/2023 10:18,,30.99068,-88.73684,,
136152,PR_Merrill,2/27/2023 10:44,,30.97418,-88.72465,,
138155,PE_Lower_Sill,2/27/2023 16:43,,30.62084,-89.86484,,
135405,PE_Lower_Sill_SE,2/27/2023 17:00,,30.62137,-89.86425,,
138154,BC_Bradley_Slough,2/28/2023 9:51,11/19/2024 23:59,30.57115,-89.8138,,
138129,BC_W_Walkiah,2/28/2023 10:08,,30.56933,-89.82887,,
136139,PE_Upper_Sill_SE,2/28/2023 10:51,,30.62221,-89.86636,,
138151,PE_Pools_Bluff_SW,2/28/2023 12:39,7/1/2024 12:21,30.70316,-89.84409,,
138152,PE_PoolsBluff_S,2/28/2023 12:52,,30.70305,-89.84574,,
136165,PE_HWY44,2/28/2023 17:34,7/3/2024 23:59,31.36446,-89.95443,,
136134,CH_Waynesboro,3/1/2023 13:37,,31.68256,-88.68318,,
136125,CH_Chicora,3/1/2023 15:04,,31.55557,-88.55331,,
136127,CH_Leakesville,3/1/2023 16:20,,31.15197,-88.54572,,
136391,PE_LSU24,3/6/2023 0:00,7/14/2023 9:59,30.20711,-89.60662,,
136405,PE_LSU23,3/6/2023 0:00,7/14/2023 10:10,30.21578,-89.61848,,
136409,PE_LSU10,3/9/2023 0:00,7/14/2023 10:27,30.21848,-89.62906,,
136402,PE_LSU8,3/17/2023 0:00,7/14/2023 11:01,30.19524,-89.65335,,
136415,PE_LSU7,3/17/2023 0:00,7/14/2023 11:12,30.20471,-89.66286,,
138153,BO_PF_05,3/29/2023 11:47,4/10/2025 12:48,31.356001,-89.319288,,
